# height=0.8122261871728409
# shoulder_width=0.43369543942686706
frame,timestamp_ms,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis
0,0,0.13918927311897278,0.34243446588516235,-0.1261550784111023,0.999855637550354,0.12457892298698425,0.3314642608165741,-0.16852198541164398,0.9998786449432373,0.1254657804965973,0.329515278339386,-0.16860999166965485,0.9998624324798584,0.12621375918388367,0.3275068998336792,-0.1687387079000473,0.9998929500579834,0.12263825535774231,0.3293185532093048,-0.12341710180044174,0.9998325109481812,0.12208390235900879,0.3257281184196472,-0.1235029548406601,0.9997947812080383,0.12144330143928528,0.3220483660697937,-0.12360133230686188,0.9998798370361328,0.13851645588874817,0.2973322570323944,-0.270325630903244,0.999782145023346,0.13153037428855896,0.2836919128894806,-0.06825185567140579,0.9998869895935059,0.15816441178321838,0.3308555781841278,-0.1540985107421875,0.999842643737793,0.15576142072677612,0.330157071352005,-0.09438291192054749,0.999832272529602,0.2384839951992035,0.3071102499961853,-0.35174959897994995,0.9999016523361206,0.23370374739170074,0.21355073153972626,0.07170701026916504,0.9995909333229065,0.27431172132492065,0.5844460725784302,-0.4003877639770508,0.9978850483894348,0.2531931400299072,0.47624558210372925,0.13874326646327972,0.5485280752182007,0.27003926038742065,0.8249075412750244,-0.3708761930465698,0.9965327978134155,0.24956054985523224,0.6799222230911255,0.06342241168022156,0.6559720039367676,0.24290244281291962,0.8560338020324707,-0.43532001972198486,0.9936413168907166,0.22219416499137878,0.6907742023468018,0.058247312903404236,0.6327670812606812,0.23348316550254822,0.8531860113143921,-0.3971482515335083,0.9926316738128662,0.21756938099861145,0.7025008201599121,0.00632043881341815,0.6422122120857239,0.2423422932624817,0.8408637046813965,-0.35838738083839417,0.9874136447906494,0.2486872524023056,0.7560402154922485,0.03824165090918541,0.6374837756156921,0.5209518074989319,0.31103307008743286,-0.13747794926166534,0.9993127584457397,0.5109365582466125,0.24494518339633942,0.1380617469549179,0.996442973613739,0.6997272968292236,0.4320758581161499,-0.003963022958487272,0.9863231182098389,0.6829771399497986,0.38513514399528503,0.30893564224243164,0.22922039031982422,0.8750714063644409,0.4818210303783417,0.14708302915096283,0.9854162335395813,0.8396570682525635,0.4176841974258423,0.5475561022758484,0.4247605502605438,0.9228221774101257,0.47179967164993286,0.15748664736747742,0.9850592613220215,0.8674507737159729,0.4020833969116211,0.570368230342865,0.6359487175941467,0.863555908203125,0.6148867607116699,0.06618630886077881,0.984741747379303,0.8248471617698669,0.5672785043716431,0.5078754425048828,0.7153353095054626
1,33,0.13879337906837463,0.3420335203409195,-0.12635063380002975,0.9998590648174286,0.12391391023993492,0.331126868724823,-0.1689276471734047,0.9998813271522522,0.12484700605273247,0.3293491154909134,-0.16900941729545593,0.9998654425144196,0.12564164400100708,0.32745395600795746,-0.16912703961133957,0.9998952448368073,0.12184315174818039,0.32842348515987396,-0.12473078444600105,0.9998367130756378,0.12125066295266151,0.324663370847702,-0.12481708824634552,0.9998001158237457,0.12059887126088142,0.3208618611097336,-0.12490850687026978,0.9998829364776611,0.13784093409776688,0.2975911498069763,-0.2715292423963547,0.9997869431972504,0.1302133947610855,0.28331364691257477,-0.07591641321778297,0.9998899102210999,0.1544131338596344,0.3307015150785446,-0.1543300598859787,0.9998461902141571,0.15554721653461456,0.32970158755779266,-0.09576475247740746,0.9998365342617035,0.23834769427776337,0.31067582964897156,-0.35191720724105835,0.9999030828475952,0.2266576886177063,0.20492073893547058,0.06246212311089039,0.9996010363101959,0.27430687844753265,0.5850807726383209,-0.3922668546438217,0.9978846907615662,0.25260962545871735,0.47305038571357727,0.13664715737104416,0.5488032400608063,0.2698969393968582,0.8253713250160217,-0.3471740335226059,0.9964448809623718,0.25232457369565964,0.6796536147594452,0.06629487127065659,0.654761016368866,0.2429005429148674,0.857741117477417,-0.4092436879873276,0.9934787452220917,0.22590287029743195,0.6908627152442932,0.061851050704717636,0.6315219402313232,0.23345690220594406,0.8535790145397186,-0.37322916090488434,0.9924438297748566,0.2225557267665863,0.7029728591442108,0.009598097065463662,0.6408848464488983,0.24265430122613907,0.8411904275417328,-0.33521151542663574,0.9871267676353455,0.24863365292549133,0.739583283662796,0.04128264635801315,0.6360962390899658,0.5208862125873566,0.311051145195961,-0.13671200722455978,0.9993166923522949,0.5102195739746094,0.24493999779224396,0.13726678490638733,0.9964925348758698,0.699730396270752,0.4320632517337799,0.0006397918332368135,0.9863014221191406,0.6817980110645294,0.38624273240566254,0.30835363268852234,0.2312876656651497,0.8747785091400146,0.4823928326368332,0.16087018698453903,0.9853120744228363,0.8394918441772461,0.4210445433855057,0.5445992946624756,0.42956462502479553,0.9224812388420105,0.4717908501625061,0.17250676453113556,0.9850603938102722,0.8679897487163544,0.40417204797267914,0.5670362710952759,0.6398158073425293,0.8615266382694244,0.6148748993873596,0.08763301372528076,0.9845587313175201,0.8248832523822784,0.5672638416290283,0.5050704777240753,0.7174861133098602
2,66,0.13766964276631674,0.34240304430325824,-0.13548395534356436,0.9998601675033569,0.12292521446943283,0.331039955218633,-0.17789064844449362,0.9998820225397745,0.12394549945990245,0.3293137053648631,-0.1779607286055883,0.9998663266499838,0.12483340750137965,0.3274650772412618,-0.17806395391623178,0.9998956521352133,0.12060965845982234,0.32822168866793316,-0.1347274457414945,0.9998380541801453,0.1199335182706515,0.32445921500523883,-0.13482446471850076,0.9998021523157755,0.11922059953212738,0.3207133710384369,-0.13492328425248465,0.9998839497566223,0.13709311683972678,0.29833609859148663,-0.2785200277964274,0.999787708123525,0.12848706046740213,0.2838521401087443,-0.08704834183057149,0.999890923500061,0.15321257710456848,0.33067264159520465,-0.1625808129707972,0.9998478492101034,0.15427403151988983,0.3296368718147278,-0.10530981421470642,0.9998387893040975,0.23695201675097147,0.3116745551427205,-0.35341907540957135,0.999903937180837,0.2212884177764257,0.20237104098002115,0.048956130320827164,0.9996080199877421,0.27335283160209656,0.5850526690483093,-0.3901597261428833,0.9978817701339722,0.24982675909996033,0.4721009035905202,0.12506484736998877,0.5483353137969971,0.2698530654112498,0.8254532019297282,-0.34279827276865643,0.9963579972585043,0.2537245800097783,0.694258431593577,0.058752880742152534,0.6541477839152018,0.24288692573706308,0.8583009640375773,-0.4040971597035726,0.9933198889096578,0.2267781545718511,0.6958415110905966,0.05440671741962433,0.6307838956514994,0.2334967702627182,0.8536182443300883,-0.36898929874102276,0.9922654430071512,0.22492883602778116,0.720487912495931,0.002850655931979418,0.6400410930315653,0.24281348288059235,0.8412984013557434,-0.3310897449652354,0.9868576526641846,0.24758383135000864,0.7412119110425314,0.03435669280588627,0.6351336439450582,0.5202530821164449,0.3083728750546773,-0.13569370905558267,0.9993107914924622,0.5079482197761536,0.24622920155525208,0.13620985547701517,0.9964927434921265,0.6992080410321554,0.4319768448670705,0.0033563110046088696,0.9862120747566223,0.6800548632939657,0.38486870129903156,0.30662186940511066,0.232828289270401,0.873482326666514,0.48431719342867535,0.16608558595180511,0.9851266145706177,0.8370726307233175,0.42221256097157794,0.5402527451515198,0.4325145681699117,0.92009170850118,0.4723597764968872,0.17818271617094675,0.9849818746248881,0.8678650458653768,0.4048549234867096,0.5624526937802633,0.6424800554911295,0.8588369886080424,0.6146650513013204,0.09672566751639049,0.9842779040336609,0.8232192794481913,0.5674533645311991,0.5027177234490713,0.7185375293095907
3,100,0.13741213828325272,0.3434126526117325,-0.13206049613654613,0.9998594224452972,0.1227845773100853,0.33143407851457596,-0.17432678118348122,0.9998812526464462,0.12379959784448147,0.32978469878435135,-0.17438561841845512,0.9998654872179031,0.12471282295882702,0.32804659754037857,-0.17448382824659348,0.9998947381973267,0.12035217508673668,0.32856564968824387,-0.13165258802473545,0.9998375326395035,0.11959252506494522,0.32485420256853104,-0.13175268657505512,0.9998018145561218,0.1188303641974926,0.32121821492910385,-0.1318596974015236,0.9998835623264313,0.13661345094442368,0.29906827956438065,-0.2742730528116226,0.9997862577438354,0.12767093256115913,0.2842155769467354,-0.0845677051693201,0.9998906999826431,0.15317777171730995,0.3308101147413254,-0.1588101163506508,0.9998475462198257,0.1538427472114563,0.32968420535326004,-0.10214558243751526,0.9998389035463333,0.23545167967677116,0.3121096268296242,-0.34805355221033096,0.9999037981033325,0.21890612691640854,0.20128579810261726,0.04764102818444371,0.9996113926172256,0.2724365368485451,0.5850518345832825,-0.385316900908947,0.9978658854961395,0.24845435470342636,0.4722330793738365,0.11945221945643425,0.546041339635849,0.269881971180439,0.8257973045110703,-0.3359687328338623,0.996261939406395,0.2546011470258236,0.7041498720645905,0.055760668590664864,0.6519043743610382,0.2427372708916664,0.8591708242893219,-0.3956935554742813,0.9931481778621674,0.22715507447719574,0.7000293582677841,0.05131483916193247,0.6285094767808914,0.23335770517587662,0.8538034409284592,-0.3608725816011429,0.9920716136693954,0.2263820618391037,0.7325264066457748,1.5961588360369205e-05,0.6376622021198273,0.24289897456765175,0.8416565358638763,-0.3242237791419029,0.9865662604570389,0.2469896860420704,0.7446597516536713,0.03157190140336752,0.632693812251091,0.5200253427028656,0.3070637285709381,-0.13441723212599754,0.9993016123771667,0.5068614631891251,0.24710778519511223,0.13489745557308197,0.9964770376682281,0.6989758461713791,0.4321105554699898,0.006844105781055987,0.9860999882221222,0.679071769118309,0.38532114028930664,0.3047015964984894,0.23470086604356766,0.8728534430265427,0.4853093549609184,0.17060507088899612,0.9849424213171005,0.8366137593984604,0.42352955788373947,0.5349581092596054,0.4355989322066307,0.9186764061450958,0.47263070940971375,0.1829100325703621,0.9849084615707397,0.8680875152349472,0.4062996655702591,0.556834027171135,0.6452739387750626,0.8575563728809357,0.6147890836000443,0.10219837538897991,0.984027311205864,0.8224983662366867,0.567619264125824,0.49669482558965683,0.7198523730039597
4,133,0.13731690347194672,0.3442531228065491,-0.1334487482905388,0.9998596668243408,0.12274600565433502,0.3317610859870911,-0.17581667006015778,0.9998812675476074,0.12375449985265732,0.33016770482063296,-0.1758675366640091,0.9998655557632447,0.12467780560255051,0.3285148680210114,-0.17595613598823548,0.9998945593833923,0.12022905945777893,0.32885422110557555,-0.13357489854097365,0.9998380422592164,0.11940828263759613,0.32517752051353455,-0.13367896229028703,0.9998027205467224,0.11860752999782562,0.3216212332248688,-0.1337888330221176,0.9998839378356934,0.13635312914848327,0.2996333479881287,-0.27605082392692565,0.9997859239578247,0.1272100478410721,0.2844435453414917,-0.08783948868513107,0.9998910784721374,0.15344308018684388,0.331005197763443,-0.1602092295885086,0.9998481035232544,0.15362590849399566,0.32977224588394166,-0.10408222079277038,0.9998399138450622,0.23456840217113495,0.3124037802219391,-0.3478680789470673,0.9999041318893432,0.21749671697616577,0.20067104399204255,0.043246636912226674,0.9996166348457336,0.27183379530906676,0.5851080417633057,-0.38306425213813783,0.9978467583656311,0.2478472262620926,0.472476065158844,0.11544733494520187,0.5448044776916504,0.2699030876159668,0.8260031938552856,-0.33384832739830017,0.9961555004119873,0.25538006126880647,0.7079681515693664,0.05348934903740883,0.6503770470619201,0.2426646828651428,0.8596044898033142,-0.3931455910205841,0.9929565548896789,0.2283306449651718,0.7023239493370056,0.04904136136174202,0.6268236637115479,0.23327572047710418,0.8538095831871033,-0.35843446254730227,0.9918554902076722,0.22786827385425568,0.7379035472869873,-0.0019410560838878156,0.6358666539192199,0.24301148653030397,0.8418673753738404,-0.32212226986885073,0.9862415552139282,0.24673980176448823,0.7422355771064758,0.029486897215247155,0.6308204889297485,0.5202836155891418,0.30667901039123535,-0.13357391357421874,0.999297297000885,0.506266188621521,0.247881743311882,0.1340342253446579,0.9964830160140992,0.6991930365562439,0.4322115957736969,0.008558622281998395,0.9859909296035767,0.6783031702041626,0.3861644208431244,0.3039007604122162,0.2365300953388214,0.8725403904914856,0.48624340295791624,0.17249808609485626,0.9847838044166565,0.8361570477485657,0.4260509669780731,0.5330155372619629,0.438656622171402,0.9178385019302369,0.47313117384910586,0.18484555780887604,0.9848291516304016,0.8689008235931397,0.40755322575569153,0.554648220539093,0.6478173971176148,0.8595383167266846,0.6175117731094361,0.10423169136047364,0.9838075518608094,0.8220087289810181,0.5682179450988769,0.4952393651008606,0.7211719512939453
5,166,0.13689322272936502,0.3451400399208069,-0.13615290944774947,0.9998595813910166,0.12242634718616803,0.3320651948451996,-0.17853707820177078,0.9998810390631357,0.12342978020509084,0.3305060863494873,-0.1785840541124344,0.9998653729756674,0.12436417986949284,0.328906774520874,-0.17866808672746023,0.9998941719532013,0.11985807865858078,0.32910776635011035,-0.13650428131222725,0.9998383025328318,0.11900244404872258,0.32543787856896716,-0.1366109363734722,0.9998034139474233,0.11818544939160347,0.32192256053288776,-0.13672218968470892,0.9998841981093088,0.13595391809940338,0.30041640996932983,-0.2786834587653478,0.9997846682866415,0.12667549401521683,0.284594585498174,-0.09109106535712878,0.9998912215232849,0.15339481830596924,0.3314017752806346,-0.1628226339817047,0.9998481671015421,0.15307780603567758,0.32998095949490863,-0.10694802428285281,0.999840497970581,0.23396278421084085,0.31285884976387024,-0.34932656089464825,0.9999044239521027,0.21652412166198096,0.2000457594792048,0.04029529479642709,0.9996216595172882,0.27143154044946033,0.5857237378756205,-0.3836480726798375,0.9978211919466654,0.24754581352074942,0.47281262775262195,0.11219700053334236,0.5432720879713694,0.26975863178571063,0.8270486891269684,-0.33437657356262207,0.9960462848345438,0.2564733450611432,0.7112520436445872,0.049671770383914314,0.6484975020090739,0.2423995609084765,0.8612841864426931,-0.3938226252794266,0.9927640457948049,0.2301193376382192,0.7039891481399536,0.045318646977345146,0.6248477200667063,0.23305426289637884,0.8547658125559489,-0.359058345357577,0.9916375279426575,0.22959180424610773,0.7411714494228363,-0.005576168730234106,0.6337921718756357,0.24295589327812195,0.8428704142570496,-0.3226945698261261,0.985906571149826,0.24700289964675903,0.7399920324484507,0.025751607958227396,0.6286618113517761,0.5207281609376272,0.30646543204784393,-0.13303262243668237,0.9992941121260325,0.5059049129486084,0.24823899815479913,0.13348128646612167,0.9964912235736847,0.6994455258051554,0.43233079711596173,0.009676258002097407,0.9858856101830801,0.6775927642981211,0.38689426084359485,0.3065682500600815,0.23771547774473825,0.8720250924428304,0.48744655152161914,0.17391292999188104,0.9846158623695374,0.8337399065494537,0.4284565945466359,0.5393070578575134,0.4407614469528198,0.9172871510187784,0.47411016126473743,0.18637409806251526,0.98472793896993,0.8693991303443909,0.40874650577704114,0.5613192518552145,0.6496261854966482,0.8588158090909322,0.6192254920800527,0.10568193346261978,0.9835833410422007,0.8211363156636556,0.5688765247662863,0.5029966632525126,0.7219784061113993
6,200,0.1363386788538524,0.3460378774574825,-0.13439726723091944,0.9998600908688137,0.12194038501807622,0.3327735321862357,-0.1771259605884552,0.9998813526971,0.12292587224926267,0.3312508038112095,-0.17716774344444275,0.9998657618250165,0.1238679364323616,0.3297108624662672,-0.1772404227937971,0.9998942698751178,0.11940089081014905,0.32974310857909067,-0.13569043683154242,0.999839288847787,0.1185423561504909,0.3257909417152405,-0.13579658844641276,0.9998049054827008,0.11774045122521264,0.32226872018405367,-0.1359026155301503,0.999884946005685,0.13525129641805375,0.30171837551253183,-0.27869269251823425,0.9997844866343907,0.12608236287321364,0.28491513643945965,-0.09277894880090441,0.9998918856893267,0.15320982038974762,0.3323823937347957,-0.16142625042370387,0.9998486723218646,0.15251761674880981,0.33071438329560415,-0.10636220978839057,0.9998415878840855,0.23346986302307673,0.3151196709700993,-0.3488271151270185,0.9999047262328011,0.21577199229172297,0.19827072960989817,0.038948802543537955,0.9996267557144165,0.27114745548793245,0.5878613591194153,-0.3796300845486777,0.9977860706193107,0.24760922150952475,0.4707451547895159,0.11249593326023646,0.5426623906408038,0.26965593440192087,0.8276990822383335,-0.3265204003879002,0.9958900894437518,0.25832733299051014,0.7071677957262311,0.054258392325469425,0.6466736793518066,0.24225330352783203,0.8622688565935407,-0.3851536640099117,0.9924958859171186,0.23247112972395761,0.70218254838671,0.050961466772215705,0.6228047098432269,0.2329083617244448,0.854927556855338,-0.3508257397583553,0.9913315773010254,0.2319338619709015,0.7378232479095459,0.00015210499987006187,0.6316128628594535,0.24289298696177347,0.8432855776378086,-0.3149184669767107,0.9854384916169303,0.24821695685386658,0.7343901566096714,0.03058015914367778,0.6263716902051654,0.5209506664957319,0.30631924527032034,-0.13266035275799887,0.9992865238870893,0.505660321031298,0.24784921961171286,0.13310192312513078,0.9964856420244489,0.6994005186217171,0.4324203772204263,0.010037449787237815,0.98576705796378,0.6768770899091449,0.38732982107571196,0.3088541967528207,0.238414466381073,0.8716558388301304,0.4881263162408556,0.1734999907868249,0.9844210743904114,0.8321096130779811,0.4295201471873692,0.5430638194084167,0.442299485206604,0.9169099841799054,0.47450452191489084,0.18604207038879395,0.9846103617123195,0.8697543144226074,0.4095738743032728,0.5652439338820321,0.6510142683982849,0.8581148982048035,0.619712769985199,0.1066308245062828,0.9832875302859715,0.8211954746927533,0.568959755556924,0.5077592304774693,0.7219292862074715
7,233,0.13589234463870525,0.3464200012385845,-0.12559357564896345,0.999860554933548,0.12153929751366377,0.3330954238772392,-0.16846448089927435,0.9998817443847656,0.12248971126973629,0.3316544368863106,-0.16850023064762354,0.9998662248253822,0.12341867666691542,0.3302013874053955,-0.16856679040938616,0.999894455075264,0.11905794031918049,0.3299233131110668,-0.1273287171497941,0.9998403489589691,0.11820390913635492,0.32582612708210945,-0.12743149790912867,0.9998063966631889,0.11741748079657555,0.3222910538315773,-0.12753464560955763,0.9998857229948044,0.134657459333539,0.30264079570770264,-0.27135406248271465,0.9997845515608788,0.1256562378257513,0.2849655896425247,-0.08679015841335058,0.9998926743865013,0.15302401967346668,0.3329843692481518,-0.15304670576006174,0.9998489767313004,0.1520899459719658,0.33057620003819466,-0.09840537048876286,0.9998423755168915,0.23286267556250095,0.3170555494725704,-0.3421325832605362,0.9999047219753265,0.21529453061521053,0.1958857011049986,0.04380252258852124,0.9996303990483284,0.27089421451091766,0.5894302204251289,-0.37214308977127075,0.9977443814277649,0.2477041706442833,0.4682930298149586,0.11810166947543621,0.5417728871107101,0.2695842273533344,0.8281773626804352,-0.31749365478754044,0.9957224428653717,0.2598047088831663,0.702843651175499,0.06129973102360964,0.6440837159752846,0.24214775674045086,0.8629558235406876,-0.3751157633960247,0.9922062754631042,0.23412482626736164,0.7002771496772766,0.05873442254960537,0.6200409531593323,0.23289542458951473,0.8547584488987923,-0.34042341634631157,0.990997739136219,0.23353532887995243,0.7341130003333092,0.008194751397240907,0.6287154853343964,0.24286839552223682,0.8428891897201538,-0.3056272305548191,0.9849281683564186,0.24908271431922913,0.7310579493641853,0.037810381851159036,0.6233856603503227,0.5211172997951508,0.30660905689001083,-0.13226385042071342,0.999273918569088,0.5055651143193245,0.24683715216815472,0.13270132802426815,0.9964486733078957,0.6993621587753296,0.43253838643431664,0.009311279631219804,0.985665813088417,0.6767885461449623,0.38700413331389427,0.3102995902299881,0.23877297528088093,0.8716728389263153,0.4889659695327282,0.16721083503216505,0.9842826500535011,0.8321534469723701,0.4298272393643856,0.5439957082271576,0.4432918019592762,0.9167338907718658,0.47477472573518753,0.17920162342488766,0.9845395088195801,0.8707494959235191,0.4097769595682621,0.5661564990878105,0.6518579646945,0.8600864857435226,0.6204030513763428,0.09959089290350676,0.9830319508910179,0.8216918706893921,0.5681418254971504,0.5091275796294212,0.7212461531162262
8,266,0.13526870807011923,0.3467146423127916,-0.1236443892121315,0.999861392709944,0.12092889431450102,0.3333084848192003,-0.16652877546019024,0.9998824728859795,0.1218416906065411,0.3319149911403656,-0.16655731780661476,0.9998670750194125,0.12275582469171947,0.3305145005385081,-0.16661772711409462,0.9998949567476908,0.11852837353944778,0.3300293717119429,-0.12550473047627342,0.9998417827818129,0.11769092579682668,0.3258291946517097,-0.12560522473520702,0.9998083313306173,0.11693087137407726,0.32227766513824463,-0.12570781426297295,0.9998867644204034,0.13367873264683616,0.3031645483440823,-0.26920928061008453,0.9997852179739211,0.12500348852740395,0.28473930557568866,-0.08521037631564671,0.9998937050501505,0.15261091623041365,0.3333667516708374,-0.15090965148475435,0.9998497035768297,0.15148408710956573,0.33045033282703823,-0.09642580151557922,0.999843524561988,0.23224170837137434,0.3177996807628208,-0.3383898304568397,0.9999049504597982,0.21485314269860586,0.19416121972931755,0.04588409554627207,0.9996346765094333,0.2706281344095866,0.5904583997196622,-0.36669594049453735,0.9977105061213175,0.24778550035423702,0.4665326906575097,0.12054817212952508,0.5410275194380019,0.2693340811464522,0.8284077776802911,-0.31085757745636833,0.9955874085426331,0.2608637693855498,0.7013247410456339,0.06280025425884458,0.6418520543310378,0.2418101413382424,0.8631102508968778,-0.36835292312834,0.9919725126690335,0.2352491451634301,0.7029321259922452,0.06060710963275698,0.6175926923751831,0.23250021868281895,0.8543107642067803,-0.33351565069622463,0.990728583600786,0.23470711045795017,0.7332182394133674,0.010317142897595962,0.626134905550215,0.24234768251578012,0.8425185481707255,-0.2989126725329293,0.9845133622487386,0.24953149093521965,0.729585587978363,0.039489796488649316,0.6207005712721083,0.5210971699820625,0.3065120710266961,-0.13196455273363325,0.9992604917950101,0.5054189695252312,0.2459922813706928,0.1323992841773563,0.9964095883899264,0.6990996069378324,0.432727575302124,0.008199834432970319,0.9855848749478658,0.6763423747486539,0.3867529001500871,0.31254464719030595,0.2392066369454066,0.8714986046155294,0.4898288647333781,0.16356229368183348,0.9841673374176025,0.8320300247934129,0.43005891972117954,0.5481121275160048,0.4443828993373447,0.9163518018192716,0.475114772717158,0.17559602359930673,0.9844840963681539,0.871331512928009,0.4098597466945648,0.5704812937312655,0.6527329153484769,0.8602050675286187,0.6203295257356432,0.09613267166746987,0.9828191929393344,0.8217362695270114,0.567539652188619,0.5137089888254801,0.7208641436364915
9,300,0.13464274406433105,0.34685721397399905,-0.12015089988708497,0.9998627483844758,0.12030260413885116,0.3332865029573441,-0.16303645446896553,0.9998836398124695,0.12117429003119469,0.3319081157445908,-0.16305824145674705,0.9998683989048004,0.1220576673746109,0.33053799271583556,-0.1631136007606983,0.9998958766460418,0.11799797713756562,0.32996014654636385,-0.12185335308313369,0.9998437166213989,0.11718556135892869,0.325713986158371,-0.12195106521248818,0.9998108088970185,0.11645171865820884,0.3221630811691284,-0.12205061987042427,0.999888151884079,0.13282934278249742,0.3034172624349594,-0.2657651394605637,0.9997866928577424,0.12447421923279763,0.2843818783760071,-0.08098170310258865,0.9998950064182281,0.15216095447540284,0.33326317071914674,-0.1474258430302143,0.9998508989810944,0.1509314462542534,0.3300935238599777,-0.09271977059543132,0.9998450398445129,0.2313768520951271,0.316955029964447,-0.3350934714078903,0.9999054849147797,0.2145179271697998,0.19265857785940171,0.050578142330050466,0.9996394634246826,0.27002189457416537,0.5904772460460663,-0.3636949211359024,0.9976846754550934,0.24779461175203324,0.4652328073978424,0.1248271957039833,0.5405173063278198,0.26907370388507845,0.8285842955112457,-0.30775697231292726,0.9954822599887848,0.2614452108740807,0.7004510998725891,0.0651451326906681,0.640015709400177,0.24142706394195557,0.8632173180580139,-0.3651300400495529,0.9917891144752502,0.2361104130744934,0.7032727718353271,0.06311101093888283,0.6155063688755036,0.2320137619972229,0.853954267501831,-0.33001486361026766,0.990516185760498,0.23555084317922592,0.7310366272926331,0.013048948580399155,0.6239037811756134,0.2418810710310936,0.8422562003135681,-0.295681269466877,0.9841818630695343,0.24959009289741516,0.7287834346294403,0.04191697975620627,0.6183422029018402,0.5208445012569427,0.30638942718505857,-0.13174677193164824,0.9992516279220581,0.505268907546997,0.24526211470365525,0.13218020051717758,0.9963896095752716,0.6986930429935455,0.43295356035232546,0.0058487672009505335,0.9855278313159943,0.6759890377521515,0.38703990876674654,0.3142061114311218,0.23997106701135634,0.8712915062904358,0.49051724672317504,0.1601804845035076,0.9840986728668213,0.8319454491138458,0.4308657467365265,0.5511583387851715,0.44621526896953584,0.9160628497600556,0.47614079117774966,0.17211133241653442,0.9844698071479797,0.8721166133880616,0.4108079522848129,0.5737750828266144,0.6541770935058594,0.8595806658267975,0.6202725410461426,0.09189890921115876,0.982675415277481,0.8218340516090393,0.567263662815094,0.516137820482254,0.7211843073368073
